Month & Year of Movement,From County,To County,To Location Type,Direct Movements,Indirect Movements
Jan-10,GLOUCESTERSHIRE,HAMPSHIRE,Slaughterhouse,0,0
Jan-10,GLOUCESTERSHIRE,HUMBERSIDE,Slaughterhouse,14,0
Jan-10,GLOUCESTERSHIRE,LANCASHIRE,Slaughterhouse,60,9
Jan-10,GLOUCESTERSHIRE,LINCOLNSHIRE,Slaughterhouse,254,24
Jan-10,GLOUCESTERSHIRE,MID GLAMORGAN,Slaughterhouse,675,0
Jan-10,GLOUCESTERSHIRE,OXFORDSHIRE,Slaughterhouse,111,42
Jan-10,GLOUCESTERSHIRE,SHROPSHIRE,Slaughterhouse,160,2
Jan-10,GLOUCESTERSHIRE,SOMERSET,Slaughterhouse,402,12
Jan-10,GLOUCESTERSHIRE,STAFFORDSHIRE,Slaughterhouse,2,7
Jan-10,GLOUCESTERSHIRE,STRATHCLYDE,Slaughterhouse,1,0
Jan-10,GLOUCESTERSHIRE,SURREY,Slaughterhouse,47,0
Jan-10,GLOUCESTERSHIRE,WARWICKSHIRE,Slaughterhouse,14,0
Jan-10,GLOUCESTERSHIRE,WEST MIDLANDS,Slaughterhouse,4,1
Jan-10,GLOUCESTERSHIRE,WILTSHIRE,Slaughterhouse,78,61
Jan-10,GLOUCESTERSHIRE,,Slaughterhouse,364,11
Jan-10,GRAMPIAN,CENTRAL,Slaughterhouse,700,0
Jan-10,GRAMPIAN,CLEVELAND,Slaughterhouse,5,4
Jan-10,GRAMPIAN,CUMBRIA,Slaughterhouse,83,48
Jan-10,GRAMPIAN,FIFE,Slaughterhouse,2,1
Jan-10,GRAMPIAN,GRAMPIAN,Slaughterhouse,"9,359",64
Jan-10,GRAMPIAN,HIGHLAND,Slaughterhouse,430,81
Jan-10,GRAMPIAN,LANCASHIRE,Slaughterhouse,25,0
Jan-10,GRAMPIAN,SOUTH YORKSHIRE,Slaughterhouse,63,1
Jan-10,GRAMPIAN,STRATHCLYDE,Slaughterhouse,285,27
Jan-10,GRAMPIAN,TAYSIDE,Slaughterhouse,851,49
Jan-10,GRAMPIAN,WEST YORKSHIRE,Slaughterhouse,35,21
Jan-10,GRAMPIAN,,Slaughterhouse,"1,859",135
Jan-10,GREATER LONDON,HAMPSHIRE,Slaughterhouse,2,0
Jan-10,GREATER LONDON,SOUTH YORKSHIRE,Slaughterhouse,0,5
Jan-10,GREATER MANCHESTER,AVON,Slaughterhouse,1,8
Jan-10,GREATER MANCHESTER,BEDFORDSHIRE,Slaughterhouse,0,8
Jan-10,GREATER MANCHESTER,CHESHIRE,Slaughterhouse,2,5
Jan-10,GREATER MANCHESTER,CLEVELAND,Slaughterhouse,0,2
Jan-10,GREATER MANCHESTER,DERBYSHIRE,Slaughterhouse,2,0
Jan-10,GREATER MANCHESTER,DEVON,Slaughterhouse,1,16
Jan-10,GREATER MANCHESTER,GREATER MANCHESTER,Slaughterhouse,410,34
Jan-10,GREATER MANCHESTER,LANCASHIRE,Slaughterhouse,147,9
Jan-10,GREATER MANCHESTER,MERSEYSIDE,Slaughterhouse,11,0
Jan-10,GREATER MANCHESTER,SHROPSHIRE,Slaughterhouse,1,6
Jan-10,GREATER MANCHESTER,SOUTH YORKSHIRE,Slaughterhouse,9,1
Jan-10,GREATER MANCHESTER,STAFFORDSHIRE,Slaughterhouse,19,17
Jan-10,GREATER MANCHESTER,STRATHCLYDE,Slaughterhouse,0,2
Jan-10,GREATER MANCHESTER,WEST YORKSHIRE,Slaughterhouse,1,12
Jan-10,GREATER MANCHESTER,,Slaughterhouse,3,16
Jan-10,GWENT,AVON,Slaughterhouse,38,50
Jan-10,GWENT,BEDFORDSHIRE,Slaughterhouse,20,11
Jan-10,GWENT,CORNWALL,Slaughterhouse,16,0
Jan-10,GWENT,CUMBRIA,Slaughterhouse,0,4
Jan-10,GWENT,DEVON,Slaughterhouse,26,16
Jan-10,GWENT,DYFED,Slaughterhouse,39,26
Jan-10,GWENT,GLOUCESTERSHIRE,Slaughterhouse,69,25
Jan-10,GWENT,GREATER MANCHESTER,Slaughterhouse,1,0
Jan-10,GWENT,LANCASHIRE,Slaughterhouse,17,69
Jan-10,GWENT,LINCOLNSHIRE,Slaughterhouse,0,17
Jan-10,GWENT,MID GLAMORGAN,Slaughterhouse,444,0
Jan-10,GWENT,OXFORDSHIRE,Slaughterhouse,0,48
Jan-10,GWENT,SHROPSHIRE,Slaughterhouse,41,3
Jan-10,GWENT,SOMERSET,Slaughterhouse,63,2
Jan-10,GWENT,WARWICKSHIRE,Slaughterhouse,1,0
Jan-10,GWENT,WEST GLAMORGAN,Slaughterhouse,8,0
Jan-10,GWENT,WEST YORKSHIRE,Slaughterhouse,0,1
Jan-10,GWENT,WILTSHIRE,Slaughterhouse,13,11
Jan-10,GWENT,,Slaughterhouse,22,13
Jan-10,GWYNEDD,AVON,Slaughterhouse,0,1
Jan-10,GWYNEDD,BEDFORDSHIRE,Slaughterhouse,0,7
Jan-10,GWYNEDD,CHESHIRE,Slaughterhouse,18,1
Jan-10,GWYNEDD,CLWYD,Slaughterhouse,38,2
Jan-10,GWYNEDD,CUMBRIA,Slaughterhouse,11,9
Jan-10,GWYNEDD,DERBYSHIRE,Slaughterhouse,0,0
Jan-10,GWYNEDD,DURHAM,Slaughterhouse,0,1
Jan-10,GWYNEDD,DYFED,Slaughterhouse,4,0
Jan-10,GWYNEDD,GREATER MANCHESTER,Slaughterhouse,0,7
Jan-10,GWYNEDD,GWYNEDD,Slaughterhouse,147,81
Jan-10,GWYNEDD,HUMBERSIDE,Slaughterhouse,125,9
Jan-10,GWYNEDD,LANCASHIRE,Slaughterhouse,668,6
Jan-10,GWYNEDD,LINCOLNSHIRE,Slaughterhouse,131,0
Jan-10,GWYNEDD,MID GLAMORGAN,Slaughterhouse,51,8
Jan-10,GWYNEDD,POWYS,Slaughterhouse,4,0
Jan-10,GWYNEDD,SHROPSHIRE,Slaughterhouse,239,4
Jan-10,GWYNEDD,SOUTH YORKSHIRE,Slaughterhouse,113,4
Jan-10,GWYNEDD,STAFFORDSHIRE,Slaughterhouse,21,20
Jan-10,GWYNEDD,STRATHCLYDE,Slaughterhouse,13,3
Jan-10,GWYNEDD,TYNE & WEAR,Slaughterhouse,0,3
Jan-10,GWYNEDD,WEST YORKSHIRE,Slaughterhouse,1,11
Jan-10,GWYNEDD,,Slaughterhouse,30,26
Jan-10,HAMPSHIRE,AVON,Slaughterhouse,158,11
Jan-10,HAMPSHIRE,BEDFORDSHIRE,Slaughterhouse,95,0
Jan-10,HAMPSHIRE,CENTRAL,Slaughterhouse,0,0
Jan-10,HAMPSHIRE,CORNWALL,Slaughterhouse,112,0
Jan-10,HAMPSHIRE,DEVON,Slaughterhouse,1,20
Jan-10,HAMPSHIRE,DORSET,Slaughterhouse,18,0
Jan-10,HAMPSHIRE,DYFED,Slaughterhouse,0,1
Jan-10,HAMPSHIRE,GLOUCESTERSHIRE,Slaughterhouse,0,5
Jan-10,HAMPSHIRE,HAMPSHIRE,Slaughterhouse,180,0
Jan-10,HAMPSHIRE,KENT,Slaughterhouse,7,0
Jan-10,HAMPSHIRE,LINCOLNSHIRE,Slaughterhouse,58,0
Jan-10,HAMPSHIRE,MID GLAMORGAN,Slaughterhouse,230,0
Jan-10,HAMPSHIRE,OXFORDSHIRE,Slaughterhouse,15,0
Jan-10,HAMPSHIRE,SHROPSHIRE,Slaughterhouse,5,1
Jan-10,HAMPSHIRE,SOMERSET,Slaughterhouse,240,9
Jan-10,HAMPSHIRE,SURREY,Slaughterhouse,190,0
Jan-10,HAMPSHIRE,WILTSHIRE,Slaughterhouse,26,0
Jan-10,HAMPSHIRE,,Slaughterhouse,76,12
Jan-10,HEREFORD & WORCESTER,AVON,Slaughterhouse,305,78
Jan-10,HEREFORD & WORCESTER,BEDFORDSHIRE,Slaughterhouse,218,49
Jan-10,HEREFORD & WORCESTER,CENTRAL,Slaughterhouse,48,1
Jan-10,HEREFORD & WORCESTER,CHESHIRE,Slaughterhouse,15,15
Jan-10,HEREFORD & WORCESTER,CUMBRIA,Slaughterhouse,24,6
Jan-10,HEREFORD & WORCESTER,DERBYSHIRE,Slaughterhouse,0,3
Jan-10,HEREFORD & WORCESTER,DEVON,Slaughterhouse,67,142
Jan-10,HEREFORD & WORCESTER,DURHAM,Slaughterhouse,3,17
Jan-10,HEREFORD & WORCESTER,DYFED,Slaughterhouse,56,20
Jan-10,HEREFORD & WORCESTER,GLOUCESTERSHIRE,Slaughterhouse,142,24
Jan-10,HEREFORD & WORCESTER,GREATER MANCHESTER,Slaughterhouse,15,65
Jan-10,HEREFORD & WORCESTER,HAMPSHIRE,Slaughterhouse,21,26
Jan-10,HEREFORD & WORCESTER,HEREFORD & WORCESTER,Slaughterhouse,119,19
Jan-10,HEREFORD & WORCESTER,LANCASHIRE,Slaughterhouse,255,31
Jan-10,HEREFORD & WORCESTER,LINCOLNSHIRE,Slaughterhouse,391,117
Jan-10,HEREFORD & WORCESTER,MID GLAMORGAN,Slaughterhouse,991,0
Jan-10,HEREFORD & WORCESTER,NORTH YORKSHIRE,Slaughterhouse,0,2
Jan-10,HEREFORD & WORCESTER,NOTTINGHAMSHIRE,Slaughterhouse,0,1
Jan-10,HEREFORD & WORCESTER,OXFORDSHIRE,Slaughterhouse,246,160
Jan-10,HEREFORD & WORCESTER,POWYS,Slaughterhouse,10,0
Jan-10,HEREFORD & WORCESTER,SHROPSHIRE,Slaughterhouse,972,55
Jan-10,HEREFORD & WORCESTER,SOMERSET,Slaughterhouse,212,25
Jan-10,HEREFORD & WORCESTER,SOUTH YORKSHIRE,Slaughterhouse,22,0
Jan-10,HEREFORD & WORCESTER,STAFFORDSHIRE,Slaughterhouse,131,120
Jan-10,HEREFORD & WORCESTER,STRATHCLYDE,Slaughterhouse,0,1
Jan-10,HEREFORD & WORCESTER,SURREY,Slaughterhouse,20,13
Jan-10,HEREFORD & WORCESTER,WARWICKSHIRE,Slaughterhouse,60,44
Jan-10,HEREFORD & WORCESTER,WEST GLAMORGAN,Slaughterhouse,9,0
Jan-10,HEREFORD & WORCESTER,WEST MIDLANDS,Slaughterhouse,39,0
Jan-10,HEREFORD & WORCESTER,WEST YORKSHIRE,Slaughterhouse,0,4
Jan-10,HEREFORD & WORCESTER,WILTSHIRE,Slaughterhouse,50,49
Jan-10,HEREFORD & WORCESTER,,Slaughterhouse,454,122
Jan-10,HERTFORDSHIRE,BEDFORDSHIRE,Slaughterhouse,46,1
Jan-10,HERTFORDSHIRE,CAMBRIDGESHIRE,Slaughterhouse,6,0
Jan-10,HERTFORDSHIRE,ESSEX,Slaughterhouse,12,9
Jan-10,HERTFORDSHIRE,HAMPSHIRE,Slaughterhouse,0,6
Jan-10,HERTFORDSHIRE,KENT,Slaughterhouse,7,0
Jan-10,HERTFORDSHIRE,LANCASHIRE,Slaughterhouse,0,26
Jan-10,HERTFORDSHIRE,LEICESTERSHIRE,Slaughterhouse,0,1
Jan-10,HERTFORDSHIRE,LINCOLNSHIRE,Slaughterhouse,64,1
Jan-10,HERTFORDSHIRE,MID GLAMORGAN,Slaughterhouse,6,0
Jan-10,HERTFORDSHIRE,NORFOLK,Slaughterhouse,0,7
Jan-10,HERTFORDSHIRE,NORTH YORKSHIRE,Slaughterhouse,0,1
Jan-10,HERTFORDSHIRE,OXFORDSHIRE,Slaughterhouse,12,11
Jan-10,HERTFORDSHIRE,SOUTH YORKSHIRE,Slaughterhouse,16,10
Jan-10,HERTFORDSHIRE,SURREY,Slaughterhouse,15,0
Jan-10,HERTFORDSHIRE,WEST MIDLANDS,Slaughterhouse,0,1
Jan-10,HERTFORDSHIRE,WILTSHIRE,Slaughterhouse,42,0
Jan-10,HIGHLAND,CENTRAL,Slaughterhouse,55,0
Jan-10,HIGHLAND,CLEVELAND,Slaughterhouse,0,2
Jan-10,HIGHLAND,CUMBRIA,Slaughterhouse,0,12
Jan-10,HIGHLAND,GRAMPIAN,Slaughterhouse,387,102
Jan-10,HIGHLAND,HIGHLAND,Slaughterhouse,404,213
Jan-10,HIGHLAND,LANCASHIRE,Slaughterhouse,2,2
Jan-10,HIGHLAND,STRATHCLYDE,Slaughterhouse,94,8
Jan-10,HIGHLAND,TAYSIDE,Slaughterhouse,263,9
Jan-10,HIGHLAND,WEST YORKSHIRE,Slaughterhouse,0,5
Jan-10,HIGHLAND,,Slaughterhouse,0,17
Jan-10,HUMBERSIDE,BORDERS,Slaughterhouse,0,2
Jan-10,HUMBERSIDE,CENTRAL,Slaughterhouse,0,32
Jan-10,HUMBERSIDE,CLEVELAND,Slaughterhouse,2,120
Jan-10,HUMBERSIDE,DERBYSHIRE,Slaughterhouse,13,27
Jan-10,HUMBERSIDE,DURHAM,Slaughterhouse,0,8
Jan-10,HUMBERSIDE,ESSEX,Slaughterhouse,0,1
Jan-10,HUMBERSIDE,GREATER MANCHESTER,Slaughterhouse,1,194
Jan-10,HUMBERSIDE,HUMBERSIDE,Slaughterhouse,473,32
Jan-10,HUMBERSIDE,LANCASHIRE,Slaughterhouse,202,12
Jan-10,HUMBERSIDE,LINCOLNSHIRE,Slaughterhouse,90,79
Jan-10,HUMBERSIDE,MID GLAMORGAN,Slaughterhouse,8,0
Jan-10,HUMBERSIDE,NORFOLK,Slaughterhouse,0,1
Jan-10,HUMBERSIDE,NORTH YORKSHIRE,Slaughterhouse,191,119
Jan-10,HUMBERSIDE,SOMERSET,Slaughterhouse,0,11
Jan-10,HUMBERSIDE,SOUTH YORKSHIRE,Slaughterhouse,15,46
Jan-10,HUMBERSIDE,STAFFORDSHIRE,Slaughterhouse,1,0
Jan-10,HUMBERSIDE,STRATHCLYDE,Slaughterhouse,0,21
Jan-10,HUMBERSIDE,WEST YORKSHIRE,Slaughterhouse,88,252
Jan-10,HUMBERSIDE,,Slaughterhouse,90,2
Jan-10,ISLE OF WIGHT,AVON,Slaughterhouse,14,0
Jan-10,ISLE OF WIGHT,HAMPSHIRE,Slaughterhouse,35,0
Jan-10,ISLE OF WIGHT,SOMERSET,Slaughterhouse,54,0
Jan-10,KENT,BEDFORDSHIRE,Slaughterhouse,77,30
Jan-10,KENT,DEVON,Slaughterhouse,98,68
Jan-10,KENT,EAST SUSSEX,Slaughterhouse,58,32
Jan-10,KENT,ESSEX,Slaughterhouse,69,41
Jan-10,KENT,GREATER LONDON,Slaughterhouse,39,27
Jan-10,KENT,HAMPSHIRE,Slaughterhouse,142,89
Jan-10,KENT,KENT,Slaughterhouse,266,53
Jan-10,KENT,LANCASHIRE,Slaughterhouse,43,19
Jan-10,KENT,MID GLAMORGAN,Slaughterhouse,16,0
Jan-10,KENT,NORFOLK,Slaughterhouse,80,47
Jan-10,KENT,SOMERSET,Slaughterhouse,33,21
Jan-10,KENT,SURREY,Slaughterhouse,244,0
Jan-10,KENT,,Slaughterhouse,3,0
Jan-10,LANCASHIRE,BEDFORDSHIRE,Slaughterhouse,22,10
Jan-10,LANCASHIRE,CENTRAL,Slaughterhouse,3,0
Jan-10,LANCASHIRE,CHESHIRE,Slaughterhouse,17,6
Jan-10,LANCASHIRE,CLEVELAND,Slaughterhouse,166,104
Jan-10,LANCASHIRE,CUMBRIA,Slaughterhouse,76,18
Jan-10,LANCASHIRE,DEVON,Slaughterhouse,183,138
Jan-10,LANCASHIRE,DURHAM,Slaughterhouse,1,2
Jan-10,LANCASHIRE,GREATER MANCHESTER,Slaughterhouse,527,224
Jan-10,LANCASHIRE,HUMBERSIDE,Slaughterhouse,18,38
Jan-10,LANCASHIRE,LANCASHIRE,Slaughterhouse,"1,850",160
Jan-10,LANCASHIRE,MERSEYSIDE,Slaughterhouse,13,0
Jan-10,LANCASHIRE,MID GLAMORGAN,Slaughterhouse,5,0
Jan-10,LANCASHIRE,NORTH YORKSHIRE,Slaughterhouse,123,0
Jan-10,LANCASHIRE,SHROPSHIRE,Slaughterhouse,31,2
Jan-10,LANCASHIRE,SOMERSET,Slaughterhouse,0,0
Jan-10,LANCASHIRE,SOUTH YORKSHIRE,Slaughterhouse,28,10
Jan-10,LANCASHIRE,STAFFORDSHIRE,Slaughterhouse,62,19
Jan-10,LANCASHIRE,STRATHCLYDE,Slaughterhouse,140,108
Jan-10,LANCASHIRE,TYNE & WEAR,Slaughterhouse,3,2
Jan-10,LANCASHIRE,WEST YORKSHIRE,Slaughterhouse,133,67
Jan-10,LANCASHIRE,,Slaughterhouse,528,234
Jan-10,LEICESTERSHIRE,BEDFORDSHIRE,Slaughterhouse,183,16
Jan-10,LEICESTERSHIRE,CAMBRIDGESHIRE,Slaughterhouse,1,0
Jan-10,LEICESTERSHIRE,CHESHIRE,Slaughterhouse,0,3
Jan-10,LEICESTERSHIRE,CORNWALL,Slaughterhouse,1,0
Jan-10,LEICESTERSHIRE,DERBYSHIRE,Slaughterhouse,141,20
Jan-10,LEICESTERSHIRE,DURHAM,Slaughterhouse,24,0
Jan-10,LEICESTERSHIRE,ESSEX,Slaughterhouse,0,4
Jan-10,LEICESTERSHIRE,GREATER MANCHESTER,Slaughterhouse,71,11
Jan-10,LEICESTERSHIRE,HEREFORD & WORCESTER,Slaughterhouse,0,1
Jan-10,LEICESTERSHIRE,LANCASHIRE,Slaughterhouse,272,18
Jan-10,LEICESTERSHIRE,LEICESTERSHIRE,Slaughterhouse,65,3
Jan-10,LEICESTERSHIRE,LINCOLNSHIRE,Slaughterhouse,"1,087",193
Jan-10,LEICESTERSHIRE,MID GLAMORGAN,Slaughterhouse,111,0
Jan-10,LEICESTERSHIRE,NORFOLK,Slaughterhouse,26,33
Jan-10,LEICESTERSHIRE,NORTH YORKSHIRE,Slaughterhouse,195,91
Jan-10,LEICESTERSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,24,37
Jan-10,LEICESTERSHIRE,OXFORDSHIRE,Slaughterhouse,162,76
Jan-10,LEICESTERSHIRE,SHROPSHIRE,Slaughterhouse,29,7
Jan-10,LEICESTERSHIRE,SOUTH YORKSHIRE,Slaughterhouse,287,64
Jan-10,LEICESTERSHIRE,STAFFORDSHIRE,Slaughterhouse,81,69
Jan-10,LEICESTERSHIRE,STRATHCLYDE,Slaughterhouse,0,1
Jan-10,LEICESTERSHIRE,SURREY,Slaughterhouse,278,29
Jan-10,LEICESTERSHIRE,WARWICKSHIRE,Slaughterhouse,15,0
Jan-10,LEICESTERSHIRE,WEST MIDLANDS,Slaughterhouse,1,2
Jan-10,LEICESTERSHIRE,WEST YORKSHIRE,Slaughterhouse,0,22
Jan-10,LEICESTERSHIRE,,Slaughterhouse,372,58
Jan-10,LINCOLNSHIRE,BEDFORDSHIRE,Slaughterhouse,27,45
Jan-10,LINCOLNSHIRE,CAMBRIDGESHIRE,Slaughterhouse,8,0
Jan-10,LINCOLNSHIRE,CENTRAL,Slaughterhouse,40,10
Jan-10,LINCOLNSHIRE,CHESHIRE,Slaughterhouse,0,3
Jan-10,LINCOLNSHIRE,CLEVELAND,Slaughterhouse,0,3
Jan-10,LINCOLNSHIRE,CORNWALL,Slaughterhouse,1,0
Jan-10,LINCOLNSHIRE,CUMBRIA,Slaughterhouse,0,2
Jan-10,LINCOLNSHIRE,DERBYSHIRE,Slaughterhouse,13,34
Jan-10,LINCOLNSHIRE,ESSEX,Slaughterhouse,0,7
Jan-10,LINCOLNSHIRE,GREATER MANCHESTER,Slaughterhouse,1,65
Jan-10,LINCOLNSHIRE,HUMBERSIDE,Slaughterhouse,109,0
Jan-10,LINCOLNSHIRE,LANCASHIRE,Slaughterhouse,58,24
Jan-10,LINCOLNSHIRE,LEICESTERSHIRE,Slaughterhouse,1,0
Jan-10,LINCOLNSHIRE,LINCOLNSHIRE,Slaughterhouse,"1,126",204
Jan-10,LINCOLNSHIRE,MID GLAMORGAN,Slaughterhouse,432,0
Jan-10,LINCOLNSHIRE,NORFOLK,Slaughterhouse,2,49
Jan-10,LINCOLNSHIRE,NORTH YORKSHIRE,Slaughterhouse,84,31
Jan-10,LINCOLNSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,9,49
Jan-10,LINCOLNSHIRE,OXFORDSHIRE,Slaughterhouse,0,9
Jan-10,LINCOLNSHIRE,SHROPSHIRE,Slaughterhouse,5,4
Jan-10,LINCOLNSHIRE,SOMERSET,Slaughterhouse,0,2
Jan-10,LINCOLNSHIRE,SOUTH YORKSHIRE,Slaughterhouse,301,78
Jan-10,LINCOLNSHIRE,STAFFORDSHIRE,Slaughterhouse,10,53
Jan-10,LINCOLNSHIRE,STRATHCLYDE,Slaughterhouse,0,5
Jan-10,LINCOLNSHIRE,SURREY,Slaughterhouse,0,3
Jan-10,LINCOLNSHIRE,WEST YORKSHIRE,Slaughterhouse,6,90
Jan-10,LINCOLNSHIRE,,Slaughterhouse,143,66
Jan-10,LOTHIAN,BORDERS,Slaughterhouse,8,48
Jan-10,LOTHIAN,CENTRAL,Slaughterhouse,349,28
Jan-10,LOTHIAN,CLEVELAND,Slaughterhouse,0,1
Jan-10,LOTHIAN,CUMBRIA,Slaughterhouse,0,5
Jan-10,LOTHIAN,DERBYSHIRE,Slaughterhouse,0,1
Jan-10,LOTHIAN,DURHAM,Slaughterhouse,0,11
Jan-10,LOTHIAN,GRAMPIAN,Slaughterhouse,47,35
Jan-10,LOTHIAN,HIGHLAND,Slaughterhouse,0,21
Jan-10,LOTHIAN,HUMBERSIDE,Slaughterhouse,10,0
Jan-10,LOTHIAN,LANCASHIRE,Slaughterhouse,5,5
Jan-10,LOTHIAN,SOUTH YORKSHIRE,Slaughterhouse,39,2
Jan-10,LOTHIAN,STRATHCLYDE,Slaughterhouse,467,124
Jan-10,LOTHIAN,TAYSIDE,Slaughterhouse,44,49
Jan-10,LOTHIAN,WEST YORKSHIRE,Slaughterhouse,0,18
Jan-10,LOTHIAN,,Slaughterhouse,44,11
Jan-10,MERSEYSIDE,AVON,Slaughterhouse,0,1
Jan-10,MERSEYSIDE,BEDFORDSHIRE,Slaughterhouse,2,0
Jan-10,MERSEYSIDE,CHESHIRE,Slaughterhouse,9,4
Jan-10,MERSEYSIDE,CLEVELAND,Slaughterhouse,0,2
Jan-10,MERSEYSIDE,CLWYD,Slaughterhouse,5,0
Jan-10,MERSEYSIDE,GREATER MANCHESTER,Slaughterhouse,10,4
Jan-10,MERSEYSIDE,LANCASHIRE,Slaughterhouse,29,3
Jan-10,MERSEYSIDE,LINCOLNSHIRE,Slaughterhouse,60,0
Jan-10,MERSEYSIDE,SHROPSHIRE,Slaughterhouse,126,3
Jan-10,MERSEYSIDE,SOUTH YORKSHIRE,Slaughterhouse,3,2
Jan-10,MERSEYSIDE,STAFFORDSHIRE,Slaughterhouse,1,6
Jan-10,MERSEYSIDE,,Slaughterhouse,43,16
Jan-10,MID GLAMORGAN,AVON,Slaughterhouse,0,5
Jan-10,MID GLAMORGAN,DEVON,Slaughterhouse,3,2
Jan-10,MID GLAMORGAN,DYFED,Slaughterhouse,27,3
Jan-10,MID GLAMORGAN,GLOUCESTERSHIRE,Slaughterhouse,0,1
Jan-10,MID GLAMORGAN,HAMPSHIRE,Slaughterhouse,0,1
Jan-10,MID GLAMORGAN,LANCASHIRE,Slaughterhouse,0,0
Jan-10,MID GLAMORGAN,MID GLAMORGAN,Slaughterhouse,103,0
Jan-10,MID GLAMORGAN,POWYS,Slaughterhouse,1,0
Jan-10,MID GLAMORGAN,SHROPSHIRE,Slaughterhouse,0,2
Jan-10,MID GLAMORGAN,SOMERSET,Slaughterhouse,24,0
Jan-10,MID GLAMORGAN,WEST GLAMORGAN,Slaughterhouse,1,0
Jan-10,MID GLAMORGAN,WILTSHIRE,Slaughterhouse,3,1
Jan-10,MID GLAMORGAN,,Slaughterhouse,19,1
Jan-10,NORFOLK,BEDFORDSHIRE,Slaughterhouse,399,21
Jan-10,NORFOLK,CAMBRIDGESHIRE,Slaughterhouse,1,0
Jan-10,NORFOLK,CHESHIRE,Slaughterhouse,0,2
Jan-10,NORFOLK,CUMBRIA,Slaughterhouse,0,1
Jan-10,NORFOLK,DERBYSHIRE,Slaughterhouse,0,13
Jan-10,NORFOLK,DEVON,Slaughterhouse,0,2
Jan-10,NORFOLK,ESSEX,Slaughterhouse,4,15
Jan-10,NORFOLK,GREATER MANCHESTER,Slaughterhouse,0,17
Jan-10,NORFOLK,HAMPSHIRE,Slaughterhouse,0,3
Jan-10,NORFOLK,LANCASHIRE,Slaughterhouse,40,9
Jan-10,NORFOLK,LINCOLNSHIRE,Slaughterhouse,670,20
Jan-10,NORFOLK,MID GLAMORGAN,Slaughterhouse,43,0
Jan-10,NORFOLK,NORFOLK,Slaughterhouse,827,18
Jan-10,NORFOLK,NORTH YORKSHIRE,Slaughterhouse,34,2
Jan-10,NORFOLK,NOTTINGHAMSHIRE,Slaughterhouse,0,6
Jan-10,NORFOLK,OXFORDSHIRE,Slaughterhouse,0,1
Jan-10,NORFOLK,SHROPSHIRE,Slaughterhouse,9,0
Jan-10,NORFOLK,SOMERSET,Slaughterhouse,0,1
Jan-10,NORFOLK,SOUTH YORKSHIRE,Slaughterhouse,82,8
Jan-10,NORFOLK,STAFFORDSHIRE,Slaughterhouse,0,12
Jan-10,NORFOLK,SURREY,Slaughterhouse,31,0
Jan-10,NORFOLK,WEST YORKSHIRE,Slaughterhouse,0,28
Jan-10,NORFOLK,,Slaughterhouse,149,59
Jan-10,NORTHAMPTONSHIRE,BEDFORDSHIRE,Slaughterhouse,247,18
Jan-10,NORTHAMPTONSHIRE,CAMBRIDGESHIRE,Slaughterhouse,1,0
Jan-10,NORTHAMPTONSHIRE,CENTRAL,Slaughterhouse,1,0
Jan-10,NORTHAMPTONSHIRE,DERBYSHIRE,Slaughterhouse,0,6
Jan-10,NORTHAMPTONSHIRE,ESSEX,Slaughterhouse,0,3
Jan-10,NORTHAMPTONSHIRE,GREATER MANCHESTER,Slaughterhouse,0,11
Jan-10,NORTHAMPTONSHIRE,HAMPSHIRE,Slaughterhouse,33,0
Jan-10,NORTHAMPTONSHIRE,HEREFORD & WORCESTER,Slaughterhouse,0,1
Jan-10,NORTHAMPTONSHIRE,LANCASHIRE,Slaughterhouse,12,4
Jan-10,NORTHAMPTONSHIRE,LEICESTERSHIRE,Slaughterhouse,41,15
Jan-10,NORTHAMPTONSHIRE,LINCOLNSHIRE,Slaughterhouse,851,33
Jan-10,NORTHAMPTONSHIRE,MID GLAMORGAN,Slaughterhouse,89,4
Jan-10,NORTHAMPTONSHIRE,NORFOLK,Slaughterhouse,0,6
Jan-10,NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,Slaughterhouse,2,0
Jan-10,NORTHAMPTONSHIRE,NORTH YORKSHIRE,Slaughterhouse,0,6
Jan-10,NORTHAMPTONSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,5,7
Jan-10,NORTHAMPTONSHIRE,OXFORDSHIRE,Slaughterhouse,73,57
Jan-10,NORTHAMPTONSHIRE,SHROPSHIRE,Slaughterhouse,265,0
Jan-10,NORTHAMPTONSHIRE,SOUTH YORKSHIRE,Slaughterhouse,48,19
Jan-10,NORTHAMPTONSHIRE,STAFFORDSHIRE,Slaughterhouse,13,9
Jan-10,NORTHAMPTONSHIRE,SURREY,Slaughterhouse,182,3
Jan-10,NORTHAMPTONSHIRE,WARWICKSHIRE,Slaughterhouse,18,0
Jan-10,NORTHAMPTONSHIRE,WEST YORKSHIRE,Slaughterhouse,9,16
Jan-10,NORTHAMPTONSHIRE,,Slaughterhouse,89,8
Jan-10,NORTHUMBERLAND,BORDERS,Slaughterhouse,4,16
Jan-10,NORTHUMBERLAND,CENTRAL,Slaughterhouse,795,41
Jan-10,NORTHUMBERLAND,CLEVELAND,Slaughterhouse,0,30
Jan-10,NORTHUMBERLAND,CUMBRIA,Slaughterhouse,38,3
